title,reply,cluster
因对方出轨离婚后，没有对方出轨证据怎么拥有孩子的监护权,新婚姻法规定的抚养权原则是，如果父母离婚，父母与子女的关系不因父母离婚而改变。子女抚养权，主要取决于抚养条件。主要有这样几条原则：1、一周岁以下的子女，判给母亲抚养；2、哺乳期内的子女原则上判给母亲抚养；3、自幼由祖父母看护的，原则上判给父亲抚养；自幼由外祖父母看护的，原则上判给母亲抚养；4、那方收入多，有利于孩子健康成长原则上把孩子判给谁抚养；5、一方如果有过错或家庭暴力倾向，原则上不把孩子判给这一方抚养；6、一方有不可治愈的传染性疾病或无法自理的疾病，不适合抚养孩子，原则上不能把孩子判给这一方；7、十周岁以上的孩子，要征求孩子一件，原则上按孩子的愿望判决。,4
我想问的是，女方起诉离婚还能要赔偿吗,赔偿与谁提起离婚诉讼无关。婚姻法第四十六条：“有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：（一）重婚的；（二）有配偶者与他人同居的；（三）实施家庭暴力的；（四）虐待、遗弃家庭成员的。”,9
我早前和马上金融做了手机贷是五千七，下款只有四千四，24期要还六千六，这是高利贷么。,依据《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》，借贷双方约定的利率未超过年利率24%，出借人有权请求借款人按照约定的利率支付利息；但如果借贷双方约定的利率超过年利率36%，则超过年利率36%部分的利息应当被认定无效。《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十六条借贷双方约定的利率未超过年利率24%，出借人请求借款人按照约定的利率支付利息的，人民法院应予支持。借贷双方约定的利率超过年利率36%，超过部分的利息约定无效。借款人请求出借人返还已支付的超过年利率36%部分的利息的，人民法院应予支持。,7
房屋合同纠纷，请律师大概要多少费用,按标的额比例收费代理涉及财产关系的民事、行政诉讼和国家赔偿案件可以根据诉讼标的额，律师接诉讼案子时是按标的收费的，一般时候是3%左右。具体的可以和律师进行协商。,3
申请强制执行时，调解书被法院要去，请问执行完,可以跟法院要，一般法院只收复印件，你也可以到法院档案室调取，有法院档案室的印章，也可以作为原件,9
房产合同案，全款150万，定金30万，因对方违约，起诉没收定金，解除合同，请问法院诉讼费要收多少？,受理费标准（一）财产案件根据诉讼请求的金额或者价额，按照下列比例分段累计交纳：1.不超过1万元的，每件交纳50元；2.超过1万元至10万元的部分，按照2.5%交纳；3.超过10万元至20万元的部分，按照2%交纳；4.超过20万元至50万元的部分，按照1.5%交纳；5.超过50万元至100万元的部分，按照1%交纳；6.超过100万元至200万元的部分，按照0.9%交纳；7.超过200万元至500万元的部分，按照0.8%交纳；8.超过500万元至1000万元的部分，按照0.7%交纳；9.超过1000万元至2000万元的部分，按照0.6%交纳；10.超过2000万元的部分，按照0.5%交纳。非财产案件标准1.离婚案件每件交纳50元至300元。涉及财产分割，财产总额不超过20万元的，不另行交纳；超过20万元的部分，按照0.5%交纳。2.侵害姓名权、名称权、肖像权、名誉权、荣誉权以及其他人格权的案件，每件交纳100元至500元。涉及损害赔偿，赔偿金额不超过5万元的，不另行交纳；超过5万元至10万元的部分，按照1%交纳；超过10万元的部分，按照0.5%交纳。3.其他非财产案件每件交纳50元至100元。（三）知识产权民事案件，没有争议金额或者价额的，每件交纳500元至1000元；有争议金额或者价额的，按照财产案件的标准交纳。（四）劳动争议案件每件交纳10元。（五）行政案件按照下列标准交纳：1.商标、专利、海事行政案件每件交纳100元；2.其他行政案件每件交纳50元。（六）当事人提出案件管辖权异议，异议不成立的，每件交纳50元至100元。省、自治区、直辖市人民政府可以结合本地实际情况在本条第（二）项、第（三）项、第（六）项规定的幅度内制定具体交纳标准。,9
收到法院强制执行信件后该怎么做,收到法院强制执行通知书后，要按通知书载明的内容履行还款义务，并支付迟延履行期间的债务利息和执行费。,3
怀孕期间提出离婚，女方可以要求赔偿吗,有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：(一)重婚的;(二)有配偶者与他人同居的;(三)实施家庭暴力的;(四)虐待、遗弃家庭成员的。,4
派出所处理不公平，怎样投诉,1、可以向其上级公安局（分局）或者当地政府申请复议；也可直接向法院控告；2、可以在有证据的情况下，向当地纪委或者检察院投诉；3、可以在网上或者其它新闻媒体上投书，要求监督、评议；4、如果涉及渎职，你可直接越级网上投诉，各级各有关职能部门都有投诉网站,3
组织卖淫罪已经取消死刑了吗,犯本罪的，处五年以上十年以下有期徒刑，并处罚金；情节严重的，有下列情形之一，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产：（一）组织他人卖淫，情节严重的；（二）强迫不满十四周岁的幼女卖淫的；（三）强迫多人卖淫或者多次强迫他人卖淫的；（四）强奸后迫使卖淫的；（五）造成被强迫卖淫的人重伤、死亡或者其他严重后果的；情节特别严重的，处无期徒刑或者死刑，并处没收财产。,6
判缓刑前发现的新罪应该怎么处罚,判缓刑前，即本罪尚未判决，此时发现漏罪的，应当前、后罪实行数罪并罚。法条链接：《刑法》第六十九条【判决宣告前一人犯数罪的并罚】判决宣告以前一人犯数罪的，除判处死刑和无期徒刑的以外，应当在总和刑期以下、数刑中最高刑期以上，酌情决定执行的刑期，但是管制最高不能超过三年，拘役最高不能超过一年，有期徒刑总和刑期不满三十五年的，最高不能超过二十年，总和刑期在三十五年以上的，最高不能超过二十五年。数罪中有判处有期徒刑和拘役的，执行有期徒刑。数罪中有判处有期徒刑和管制，或者拘役和管制的，有期徒刑、拘役执行完毕后，管制仍须执行。数罪中有判处附加刑的，附加刑仍须执行，其中附加刑种类相同的，合并执行，种类不同的，分别执行。,10
多长时间后，不再追究当事人法律,我国民法通则规定：向人民法院请求保护民事权利的诉讼时效期间为二年，下列的诉讼时效期间为一年：(一)身体受到伤害要求赔偿的；(二)出售质量不合格的商品未声明的；(三)延付或者拒付租金的；(四)寄存财物被丢失或者损毁的。诉讼时效期间从知道或者应当知道权利被侵害时起计算。,5
巨不势行欠款現在以将欠款交给法院没有对方亮解能不能办取保候审,我国《刑事诉讼法》第九十六条规定：“犯罪嫌疑人被逮捕的，聘请的律师可以为其申请取保候审。”这一条规定的含义是：1.犯罪嫌疑人被逮捕后才能申请取保候审。犯罪嫌疑人在刑事拘留期间不能申请取保候审。刑事拘留的期限一般不超过37日，这期间是不能申请取保候审的。如果是行政拘留，不需要审判，就更不能申请取保候审了。2.取保候审是有条件的，不符合取保候审条件的申请也没有用。以下情况申请取保候审才会被批准：①犯罪嫌疑人患有严重疾病，或者正在怀孕、哺乳自己婴儿的妇女；②逮捕后，超过了法定的羁押期限，案件不能及时办结的；（法定羁押期限是：侦查期间2个月，经检察院批准可以延长1个月，经省级检察院批准可以再延长2个月，共5个月。检察院审查起诉1个半月。检察院可以退回公安局补充侦查1个月，再审查起诉1个半月，可以退回补充侦查两次，共5个月。一审审判期限为1个半月，二审审判期限为1个半月，共3个月）③所涉嫌的罪行轻微，可能判处管制、拘役或者罚金，不需要判有期徒刑的；④可能判处有期徒刑以上刑罚，采取取保候审不致发生社会危险性的。具体是指：犯罪后主动自首；认罪悔罪；犯罪事实已经查清，取保后没有毁灭证据的可能；同案犯已经全部落网，取保后没有串供的可能；已经得到被害人的谅解，取保后没有报复的可能。、不能办取保候审的情形以下情况不能办理取保候审：①犯罪情节严重，可能判处3年以上有期徒刑的；②犯罪后逃逸的；③不认罪，对指控的犯罪有异议的；④尚有同案人员没有被抓获的；⑤外地户口，本市没有固定住所，不能保证随传随到的。以下情况不需要申请，就可以取保候审：①公安机关认为有犯罪嫌疑，检察院做出不批准逮捕决定的；,6
小三的行为可以作为重婚罪来看待吗,根据司法实践经验，重婚行为主要有以下几种类型：1．与配偶登记结婚，与他人又登记结婚而重婚，也即两个法律婚的重婚。有配偶的人又与他人登记结婚，有重婚者欺骗婚姻登记机关而领取结婚证的，也有重婚者和登记机关工作人员互相串通作弊领取结婚证的；2．与原配偶登记结婚，与他人没有登记确以夫妻关系同居生活而重婚，此即为先法律婚后事实婚型；3．没有配偶，但明知对方有配偶而与已登记结婚或以夫妻关系同居而重婚。根据你的描述，对方只是出现了出轨行为，并没有达到同居地步，构不成重婚罪，你可以收集对方出轨证据，向法院起诉时提交，用于证明夫妻感情确已破裂。,6
车上座位险赔偿范围,座位险的保险赔偿范围包括:1.本车乘客及司机，在事故中受伤，产生的医疗费用可以在所投保的保额内理赔。2.本车乘客及司机，在事故中身故，按所投保的保额赔偿。车上人员座位险：负责赔偿保险车辆交通意外造成的本车人员伤亡。,5
客户拖欠货款,可以收集证据，向法院起诉，由法院依法判决。判决后对方仍不执行的，可以申请强制执行。,11
法律规定婚假一般多少天,2018年1、按法定结婚年龄(女20周岁，男22周岁)结婚的，可享受3天婚假。2、符合晚婚年龄(女23周岁，男25周岁)的，不再享受晚婚假奖励，只有3天法定婚假。3、结婚时男女双方不在一地工作的，可视路程远近，另给予路程假。4、在探亲假(探父母)期间结婚的，不另给假期。5、婚假包括公休假和法定假。6、再婚的可享受法定婚假。,10
哪些重大犯罪嫌疑分子，公安机关可以执行先,《刑事诉讼法》第61条规定：“公安机关对于现行犯或者重大嫌疑分子，如果有下列情形之一的，可以先行拘留：(一)正在预备犯罪、实行犯罪或者在犯罪后即时被发觉的；(二)被害人或者在场亲眼看见的人指认他犯罪的；(三)在身边或者住处发现有犯罪证据的；(四)犯罪后企图自杀、逃跑或者在逃的；(五)有毁灭、伪造证据或者串供可能的；(六)不讲真实姓名、住址，身份不明的；(七)有流窜作案、多次作案、结伙作案重大嫌疑的。,10
是销赃，还是共同盗窃,共同盗窃值得是二人以上共同故意盗窃公私财物，构成盗窃罪的情形。《中华人民共和国刑法》第二十五条【共同犯罪概念】共同犯罪是指二人以上共同故意犯罪。第二百六十四条【盗窃罪】盗窃公私财物，数额较大的，或者多次盗窃、入户盗窃、携带凶器盗窃、扒窃的，处三年以下有期徒刑、拘役或者管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产。,5
小贷逾期催收给我发骂家人的话算不算侵权,题主不还钱虽然违约在先，但是催收辱骂家人也是侵权行为。可以提出民事赔偿，不过举证困难，比如收到辱骂，造成了实际损失,2
请问一下，房子没有房产证，但是房子的主人过世，想要更改房子主人的姓名，需要什么手续，哪些证件,首先看是否有配偶，是否属于夫妻共同财产。如果是夫妻共同财产，则房产中有一般归妻子所有，针对死者的另一半产权进行继承（继承人包括死者的配偶、子女、父母）。如果其他继承人同意过户到一人名下，可以到公证处直接办理继承公证；如果不同意，需要到法院起诉。其次，如果是死者生前就把房子卖给他人，但没有办理过户手续，此时，只能通过买卖合同纠纷到法院起诉，将死者的法定继承人均列为被告，要求履行合同办理过户手续。,9
法院强制执行人抓了钱能拿到吗,无法一概而论。在强制执行中，法院可以对“不规矩”的被执行人采取罚款或司法拘留的措施，目的是教育以及惩罚，至于具体的效果怎样，只能具体案情具体分析了，有的被执行人确实有能力执行，可能在压力之下，也就执行了；有的，可能确实暂时没有能力，或即使有能力也不想执行，也就所谓的老赖，有时候法律面对“不要脸”的人，也很无奈。法条链接：《民事诉讼法》第111条诉讼参与人或者其他人有下列行为之一的，人民法院可以根据情节轻重予以罚款、拘留；构成犯罪的，依法追究刑事责任：(三)隐藏、转移、变卖、毁损已被查封、扣押的财产，或者已被清点并责令其保管的财产，转移已被冻结的财产的;(五)以暴力、威胁或者其他方法阻碍司法工作人员执行职务的;(六)拒不履行人民法院已经发生法律效力的判决、裁定的。人民法院对有前款规定的行为之一的单位，可以对其主要负责人或者直接责任人员予以罚款、拘留；构成犯罪的，依法追究刑事责任。,6
涉嫌容留他人吸毒判有期徒刑8个月于17年11月27日释放，在派出所签了强制戒毒2年要多久才能考驾照,有吸毒行为的人，需要戒毒成功3年以后才能申领驾照(需要戒毒机构出具的有效的书面证明),6
把房子过户给孙子是夫妻共同财产吗,如果过户时，明确是过户给孙子一个人的，那么属于孙子个人财产。建议写一份赠与协议，明确赠与对象只有孙子一人。,4
抢劫从犯判多久，去了我没插手进去，站旁边看看一共6个人加我，我取保出来了如果真的判，判缓刑几率大吗,抢劫罪是侵犯财产罪中性质最严重，危害最大的犯罪。一般没有数额限制。一般处三年以上十年以下有期徒刑，并处罚金。下列情形处十年以上有期徒刑、无期徒刑或者死刑：(一)入户抢劫的;(二)在公共交通工具上抢劫的;(三)抢劫银行或者其他金融机构的;(四)多次抢劫或者抢劫数额巨大的;(五)抢劫致人重伤、死亡的;(六)冒充军警人员抢劫的;(七)持枪抢劫的;(八)抢劫军用物资或者抢险、救灾、救济物资的。从犯根据情节可以从轻或减轻处罚，具体量刑还要考虑很多的量刑情节。,7
离婚判决书丢了怎么结婚,法院的判决书是不能补办的，遇到判决书丢失的情况，当事人只需要携带本人身份证，直接去法院档案室，查询当时的判决书内容，并要求档案室给你复印判决书加盖法院档案室复印件与原件核对无误的公证即可。有了判决书后直接去民政局办理结婚手续就可以了。,4
得到女方谅解书还会判刑吗,对于已经触犯刑法构成刑事犯罪的案件，积极与受害人一方协商赔偿并且取得谅解，是从轻处罚的一个重要情节，但是并不表示取得谅解就可以不承担刑事责任了。是否判刑还需要结合整个案件的具体情况。只有情节显著轻微，且已经取得谅解，不起诉不至于危害社会的，可以依照相关刑法规定不追究,6
居留卖淫还没有判这样打官司会判多久,第三百五十九条第一款引诱、容留、介绍他人卖淫的，处五年以下有期徒刑、拘役或者管制，并处罚金;情节严重的，处五年以上有期徒刑，并处罚金。第三百六十一条旅馆业、饮食服务业、文化娱乐业、出租汽车业等单位的人员，利用本单位的条件，组织、强迫、引诱、容留、介绍他人卖淫的，依照本法第三百五十八条、第三百五十九条的规定定罪处罚。前款所列单位的主要负责人，犯前款罪的，从重处罚。,6
新劳动法是否有对企业对员工罚款做出规定,新劳动法怎样规定对做错事的员工罚款。〈劳动合同法〉对做错事的员工，没有明确约定处罚条款的，按现行的规定，用人单位不得对员工进行处罚的，没有法律依据，不过如果员工给用人单位造成损失，用人单位可以要求赔偿的。〈工资支付暂行规定〉第十六条因劳动者本人原因给用人单位造成经济损失的，用人单位可按照劳动合同的约定要求其赔偿经济损失。经济损失的赔偿，可从劳动者本人的工资中扣除。但每月扣除的部分不得超过劳动者当月工资的20％。若扣除后的剩余工资部分低于当地月最低工资标准，则按最低工资标准支付。,10
有谁知道异地离婚程序的办理,离婚手续办理最关键的是离婚登记，应该先提出离婚申请，婚姻登记机关登记，最后领取离婚证。一、协议离婚的到一方户籍所在地婚姻登记处办理离婚手续![办理离婚登记的内地居民应当出具下列证件和证明材料：(一)本人的户口簿、身份证;(二)本人的结婚证;(三)双方当事人共同签署的离婚协议书[离婚协议书应当载明双方当事人自愿离婚的意思表示以及对子女抚养、财产及债务处理等事项协商一致的意见]。二、协议离婚不成起诉离婚的，到被告户籍所在地或经常居住地【最近连续居住一年以上的地方】法院起诉离婚!,3
只有两人身份证和结婚证可以离婚吗,依照我国《婚姻法》第31条的规定，男女双方自愿离婚并且对子女的抚养及对财产的分割问题作出的适当的处理的，可以到婚姻登记机关进行登记离婚，不须进行诉讼。登记离婚时，要提供以下文件：1、户口本、身份证2、结婚证3、双方共同签署的离婚协议。,4
我想开一家饭店营业执照怎么办,"办理个体户营业执照：1、需准备店面房产证复印件,(是租的房子还要租房协议书)。2、身份证复印2张，一寸照片5张。3、到当地工商所申领表格办理工商营业执照。4、再到税务所办税务登记证，在质检局办行业代码证。5、拿到税务登记证后申请发票，发票申请分2种：第一、按定税方法，即每月不管有没有营业额都是每月交纳相同的税额。第二、根据开具发票的金额每月按税率缴税。6、整个过程收费大概在500元左右，时间大概是15－30天，（依照当地的规定有点差异）。",8
前车无故急刹且没有任何物体在前面，事故谁负责？,追尾事故的责任划分是依据汽车追尾事故当事人的过错以及事故车辆损失情况来判定的。,7
微信被人诈骗1000元，举报后钱能追回来吗,如果在微信上被骗钱了，可通过客户端进行举报，举报团队审核后确认相关帐号实施欺诈行为的，会对被举报微信帐号进行永久封停；微信作为即时通讯工具，对用户在通讯中自发开展的支付行为，难以核实付款原因、目的等相关细节，建议被骗用户及时向公安机关报案，如有需要，腾讯公司会根据相关法律法规协助公安机关的侦查工作。能不能追回还要看具体情况。,2
女方起诉男方有权力报警查女方吗,女方起诉你跟你报警抓女方没有关系。如果你确定女方违法或者是违法社会治安，直接报警。,4
工作一个星期有工资吗？,用人单位有下列情形之一的，劳动者可以解除劳动合同：（一）未按照劳动合同约定提供劳动保护或者劳动条件的；（二）未及时足额支付劳动报酬的；（三）未依法为劳动者缴纳社会保险费的；（四）用人单位的规章制度违反法律、法规的规定，损害劳动者权益的；（五）因本法第二十六条第一款规定的情形致使劳动合同无效的；（六）法律、行政法规规定劳动者可以解除劳动合同的其他情形。用人单位的行为已经违反了劳动法，你可以辞职，并依法主张劳动报酬。,1
父母婚前给子女所购房屋婚后租金是共同财产吗,"1、一方婚前房产，婚后出租所取得的租金收益应认定为夫妻共同财产。婚姻法司法解释3第五条规定，一方婚前的个人财产，除孳息及自然增值之外，应认定为夫妻共同财产。所谓孳息，一般是指利息，也就是基于存款而产生的利息，基于原物而产生的衍生物，牲畜所繁衍的后代也属于孳息。简单的讲，就是你将该财物放在那里，即使一动不动不管他，它也能衍生出的收益。自然增值，是指基于市场供求发展规律，所导致的财物的价值上涨，例如，房价的上涨。而房租不属于孳息及自然增值，要想取得房租，就需要房屋的所有权人付出一定的精力与时间对房屋进行出租，进行管理，与承租人就租房事宜进行交涉，达成一致后，签订租赁合同，因此，房租应属于生产经营性收益，就本题而言，属于一方对自己婚前所有的房产，进行投资经营所取得的收益，所以，一方婚前财产，在婚内的收益，并非孳息及自然增值，依法应认定为夫妻共同财产。2、婚姻关系存续期间，下列财产属于婚姻法第十七条规定的""其他应当归共同所有的财产""：A、一方以个人财产投资取得的收益;B、男女双方实际取得或者应当取得的住房补贴、住房公积金;C、男女双方实际取得或者应当取得的养老保险金、破产安置补偿费",0
关于离婚财产分配的问题。,我国法律规定，夫妻一方婚前签订不动产买卖合同，以个人财产支付首付款并在银行贷款，婚后用夫妻共同财产还贷，不动产登记于首付款支付方名下的，离婚时该不动产由双方协议处理。不能达成协议的，人民法院可以判决该不动产归产权登记一方，尚未归还的贷款为产权登记一方的个人债务。双方婚后共同还贷支付的款项及其相对应财产增值部分，由产权登记一方对另一方进行补偿。,3
主持工作一般多久转正,根据《中华人民共和国劳动法》的规定，建立劳动关系应当订立劳动合同，劳动合同应当以书面形式订立。合同中可以约定试用期，但试用期最长不得超过六个月。也就是说，自劳动者实际工作之日起，用人单位就应当与其签订劳动合同，试用期只是劳动合同中一个特殊的阶段，即双方在试用期内提出解除劳动合同可以不受部分劳动法条款的约束，而试用期到期后，这些条款的约束力就将自动回复，而并非需要履行诸如“转正”的手续以确认员工的身份。劳动法相关规定:1、单位不能以试用不合格为由辞退职工。《劳动法合同法》第三十九条的规定劳动者在试用期间被证明不符合录用条件的，用人单位可以解除劳动合同。因此签了合同约定了试用期，企业就能在试用期内以不符合录用条件为由随时辞退职工且不用支付经济补偿金。而未签劳动合同就不存在试用期的问题，辞退职工就必须给付经济补偿金。2、单位不能以试用不合格为由辞退职工。《劳动法合同法》第三十九条的规定劳动者在试用期间被证明不符合录用条件的，用人单位可以解除劳动合同。因此签了合同约定了试用期，企业就能在试用期内以不符合录用条件为由随时辞退职工且不用支付经济补偿金。而未签劳动合同就不存在试用期的问题，辞退职工就必须给付经济补偿金。3、单位不能以试用不合格为由辞退职工。《劳动法合同法》第三十九条的规定劳动者在试用期间被证明不符合录用条件的，用人单位可以解除劳动合同。因此签了合同约定了试用期，企业就能在试用期内以不符合录用条件为由随时辞退职工且不用支付经济补偿金。而未签劳动合同就不存在试用期的问题，辞退职工就必须给付经济补偿金。,10
哪些人可以申报破产债权,1、未到期的债权，在破产申请受理时视为到期。附利息的债权自破产申请受理时起停止计息。2、附条件、附期限的债权和诉讼、仲裁未决的债权，债权人可以申报。3、债务人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划人职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金，不必申报。4、债权人申报债权时，应当书面说明债权的数额和有无财产担保，并提交有关证据。5、连带债权人可以由其中一人代表全体连带债权人申报债权，也可以共同申报债权。6、债务人的保证人或者其他连带债务人已经代替债务人清偿债务的，以其对债务人的求偿权申报债权。7、连带债务人数人被裁定适用《企业破产法》规定的程序的，其债权人有权就全部债权分别在各破产案件中申报债权。8、管理人或者债务人依照《企业破产法》规定解除合同的，对方当事人以因合同解除所产生的损害赔偿请求权申报债权。9、债务人是委托合同的委托人，被裁定适用《企业破产法》规定的程序,10
在职提取公积金需带啥资料,1、住房公积金支取审批表（由人事部提供）；2、购房合同原件；3、借款合同原件；4、首付发票或者购房发票；5、还款证明（至支取日前一个月还款记录的银行对帐单或扣款存折复印件，组合贷款要求提供所有还款证明）；6、身份证原件及复印件一份；7、房产证原件(如果没有办出来，请提供说明）；8、贷款人配偶支取，除上述资料外还需提供关系证明（结婚证或同户户口本复印件）,3
起诉要抚养费怎么起诉,可以诉讼解决，要求对方支付抚养费，应当到对方的户籍地或者经常居住地法院起诉，抚养费按收入的20-30%计算。如果自己写不了诉状可以委托律师代写，或者请律师帮你打官司。,4
结婚六个月女方不正经过日子能要回彩礼钱吗,这三种情况可以要回彩礼（一）双方未办理结婚登记手续的。意思就是给付彩礼后未缔结婚姻关系的，原则上应返还彩礼的，这是对于彩礼的原则性规定，大前提就是没有缔结婚姻，且已经给付了彩礼钱的情况。（二）双方办理结婚登记手续但确未共同生活的。这种情况是男女双方已经履行了结婚的必经法定程序，符合合法的婚姻关系，但是双方并没有真正的生活在一起的情况。（三）婚前给付并导致给付人生活困难的。彩礼钱是结婚前所给予对方的财物，一般数目也比较大，此种情况是指在给付给对方彩礼钱后，导致了给付方无法生活的情况。针对以上的条件，第一项是要在给付彩礼后，双方缔结婚姻前。而针对第二、三项的规定，是双方已经存在了合法的婚姻关系，但是应当以双方离婚为条件。,9
私生子有继承权吗老公去世私生子分得遗产,所谓的私生子也就是法律上的非婚生子，《婚姻法》第二十五条明确规定“非婚生子女享有与婚生子女同等的权利，任何人不得加以危害和歧视。”而按照《继承法》第十条“遗产按照下列顺序继承：第一顺序：配偶、子女、父母。第二顺序：兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承。没有第一顺序继承人继承的，由第二顺序继承人继承。本法所说的子女，包括婚生子女、非婚生子女、养子女和有扶养关系的继子女”的规定，私生子同样属于法定继承人，有权继承其父母的遗产。因此，丈夫去世后，虽然大部分财产都在他老婆名下，但孩子有权继承其父亲的遗产，继承份额为属于父亲遗产的1/X（其中X为第一顺序法定继承人之和）。,4
违反公司规定被辞退有补偿吗,用人单位只有在法定情形下才能与劳动者解除劳动合同，辞退员工。这里的法定情形有四类：(一)协商解除劳动合同，辞退员工即《劳动》第三十六条：“用人单位与劳动者协商一致，可以解除劳动合同。”(二)过错解除动合同，辞退员工，即《劳动合同法》第三十九条：“劳动者有下列情形之一的，用人单位可以解除劳动合同：1、在试用期间被证明不符合录用条件的;2、严重违反用人单位的规章制度的;3、严重失职，营私舞弊，给用人单位造成重大损害的;4、劳动者同时与其他用人单位建立劳动关系，对完成本单位的工作任务造成严重影响，或者经用人单位提出，拒不改正的;5、因本法第二十六条第一款第一项规定的情形致使劳动合同无效的;6、被依法追究刑事责任的。(三)非过错解解除动合同，辞退员工，即《劳动合同法》第四十条：“有下列情形之一的，用人单位提前三十日以书面形式通知劳动者本人或者额外支付劳动者一个月工资后，可以解除劳动合同：1、劳动者患病或者非因工负伤，在规定的医疗期满后不能从事原工作，也不能从事由用人单位另行安排的工作的;2、劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的;3、劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经用人单位与劳动者协商，未能就变更劳动合同内容达成协议的。”(四)经济性裁员，即《劳动合同法》第四十一条：“有下列情形之一，需要裁减人员二十人以上或者裁减不足二十人但占企业职工总数百分之十以上的，用人单位提前三十日向工会或者全体职工说明情况，听取工会或者职工的意见后，裁减人员方案经向劳动行政部门报告，可以裁减人员：1、依照企业破产法规定进行重整的;2、生产经营发生严重困难的;3、企业转产、重大技术革新或者经营方式调整，经变更劳动合同后，仍需裁减人员的;4、其他因劳动合同订立时所依据的客观经济情况发生重大变化，致使劳动合同无法履行的。,8
少年犯强奸为遂被刑局多长时间判刑,第十七条【刑事责任年龄】已满十六周岁的人犯罪，应当负刑事责任。已满十四周岁不满十六周岁的人，犯故意杀人、故意伤害致人重伤或者死亡、强奸、抢劫、贩卖毒品、放火、爆炸、投毒罪的，应当负刑事责任。已满十四周岁不满十八周岁的人犯罪，应当从轻或者减轻处罚。,5
贪污罪自己没贪，全充公了，能推翻原判吗,1.根据《中华人民共和国刑法》第三百八十二条【贪污罪】国家工作人员利用职务上的便利，侵吞、窃取、骗取或者以其他手段非法占有公共财物的，是贪污罪。受国家机关、国有公司、企业、事业单位、人民团体委托管理、经营国有财产的人员，利用职务上的便利，侵吞、窃取、骗取或者以其他手段非法占有国有财物的，以贪污论。与前两款所列人员勾结，伙同贪污的，以共犯论处。2.根据《中华人民共和国刑法》第三百八十三条【贪污罪量刑】对犯贪污罪的，根据情节轻重，分别依照下列规定处罚：“（一）贪污数额较大或者有其他较重情节的，处三年以下有期徒刑或者拘役，并处罚金。“（二）贪污数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金或者没收财产。“（三）贪污数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产；数额特别巨大，并使国家和人民利益遭受特别重大损失的，处无期徒刑或者死刑，并处没收财产。“对多次贪污未经处理的，按照累计贪污数额处罚。“犯第一款罪，在提起公诉前如实供述自己罪行、真诚悔罪、积极退赃，避免、减少损害结果的发生，有第一项规定情形的，可以从轻、减轻或者免除处罚；有第二项、第三项规定情形的，可以从轻处罚。“犯第一款罪，有第三项规定情形被判处死刑缓期执行的，人民法院根据犯罪情节等情况可以同时决定在其死刑缓期执行二年期满依法减为无期徒刑后，终身监禁，不得减刑、假释。”3.根据《中华人民共和国刑法》第三百八十五条【受贿罪】国家工作人员利用职务上的便利，索取他人财物的，或者非法收受他人财物，为他人谋取利益的，是受贿罪。国家工作人员在经济往来中，违反国家规定，收受各种名义的回扣、手续费，归个人所有的，以受贿论处。4.根据《中华人民共和国刑法》第三百八十六条【受贿罪量刑】对犯受贿罪的，根据受贿所得数额及情节，依照本法第三百八十三条的规定处罚。索贿的从重处罚。5.根据《中华人民共和国刑法》第三百八十八条【受贿罪】国家工作人员利用本人职权或者地位形成的便利条件，通过其他国家工作人员职务上的行为，为请托人谋取不正当利益，索取请托人财物或者收受请托人财物的，以受贿论处。,7
我工伤评了六级伤残，请问能赔偿多少钱,6级伤残赔偿标准：根据我国工伤保险条例规定，职工因工致残被鉴定为六级伤残的，享受一次性伤残补助金、伤残津贴、一次性工伤医疗补助金等待遇，具体赔偿标准如下：保持劳动关系：1、一次性伤残补助金：16个月的本人工资；2、伤残津贴：本人工资的60%。解除劳动关系：1、一次性伤残补助金：16个月的本人工资；2、一次性伤残就业补助金及一次性工伤医疗补助金具体赔偿标准由省、自治区、直辖市人民政府规定。,1
满周岁离婚，怎样让男的更有利,更有利是指哪些方面，诉讼离婚的，法院会根据实际情况作出公正的判决,11
